                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     53,                0.64712,                0.41974,                0.97316,                0.96985,                0.92366,                 0.9752,                0.83367,                0.59707,                0.37785,                0.93424,               0.008317,               0.008317,               0.008317
                     54,                0.65095,                0.41864,                 0.9732,                0.95986,                0.92608,                0.97565,                0.82773,                0.62287,                0.38915,                0.95745,               0.008284,               0.008284,               0.008284
                     55,                0.64219,                0.41426,                0.97241,                0.95803,                0.93647,                0.97729,                0.84153,                  0.582,                0.35918,                0.92916,               0.008251,               0.008251,               0.008251
                     56,                0.64545,                0.41799,                0.97368,                0.95911,                0.93132,                 0.9755,                 0.8468,                0.59647,                0.37406,                0.93464,               0.008218,               0.008218,               0.008218
                     57,                0.64538,                0.41557,                0.97109,                 0.9561,                 0.9328,                0.97447,                0.84014,                0.58358,                 0.3696,                0.92772,               0.008185,               0.008185,               0.008185
                     58,                0.63643,                0.41439,                0.97313,                0.96186,                0.93986,                0.98094,                0.85022,                0.57516,                0.35793,                0.92155,               0.008152,               0.008152,               0.008152
                     59,                0.64148,                 0.4093,                0.97372,                0.95815,                0.93695,                0.98038,                0.84308,                0.59056,                0.36524,                0.93931,               0.008119,               0.008119,               0.008119
                     60,                0.64183,                0.41018,                0.96663,                0.96407,                0.93097,                0.97461,                0.83357,                0.61386,                 0.3713,                0.94971,               0.008086,               0.008086,               0.008086
                     61,                0.64013,                0.41503,                0.97192,                0.97381,                0.92364,                0.97858,                0.84434,                0.59283,                 0.3523,                0.92833,               0.008053,               0.008053,               0.008053
                     62,                0.63468,                0.40932,                0.97097,                0.95652,                0.94077,                0.97973,                0.84199,                0.58647,                 0.3593,                0.92038,                0.00802,                0.00802,                0.00802
                     63,                0.62681,                0.40571,                0.96624,                0.96221,                0.93324,                 0.9789,                0.83984,                0.59791,                0.35851,                0.93739,               0.007987,               0.007987,               0.007987
                     64,                0.62576,                0.40676,                0.96916,                0.96281,                0.93769,                0.97885,                0.84286,                0.58663,                0.35996,                0.93438,               0.007954,               0.007954,               0.007954
                     65,                0.63397,                 0.4081,                0.96919,                0.96792,                0.93464,                0.97799,                0.84847,                0.59104,                0.35971,                0.93654,               0.007921,               0.007921,               0.007921
                     66,                0.63089,                 0.4052,                0.97056,                0.96174,                0.93667,                0.97608,                0.84674,                0.56911,                0.36495,                0.92581,               0.007888,               0.007888,               0.007888
                     67,                0.63456,                0.40905,                0.97173,                0.97165,                0.92124,                0.97726,                0.84086,                0.60636,                0.36974,                 0.9419,               0.007855,               0.007855,               0.007855
                     68,                0.62833,                0.40087,                0.97242,                0.94909,                0.95418,                0.98175,                0.85682,                 0.5754,                0.34504,                0.92415,               0.007822,               0.007822,               0.007822
                     69,                0.62657,                0.39725,                0.96529,                0.96967,                0.93036,                0.97778,                0.84045,                0.59761,                0.36647,                0.93489,               0.007789,               0.007789,               0.007789
                     70,                 0.6221,                0.39878,                 0.9614,                0.95932,                0.94013,                0.97925,                0.84661,                 0.5816,                 0.3611,                0.93189,               0.007756,               0.007756,               0.007756
                     71,                0.61966,                 0.3953,                0.96064,                0.97208,                0.92364,                0.97607,                  0.843,                0.59458,                0.36541,                0.93311,               0.007723,               0.007723,               0.007723
                     72,                0.62678,                0.39588,                0.96053,                0.95607,                0.94563,                0.98074,                 0.8517,                0.56488,                0.35653,                0.92297,                0.00769,                0.00769,                0.00769
                     73,                 0.6246,                0.39711,                0.96622,                0.97448,                0.93097,                0.97662,                0.85104,                0.56752,                 0.3585,                0.92144,               0.007657,               0.007657,               0.007657
                     74,                0.62066,                0.39287,                0.96282,                0.95954,                0.93952,                0.97928,                0.84259,                0.57303,                0.34631,                0.92675,               0.007624,               0.007624,               0.007624
                     75,                0.61911,                0.39472,                0.95803,                 0.9652,                0.93891,                0.97427,                0.85226,                0.55973,                0.34206,                0.91128,               0.007591,               0.007591,               0.007591
                     76,                0.61904,                0.39395,                0.95788,                0.97379,                0.93065,                0.97682,                0.84858,                0.56701,                0.33472,                0.92897,               0.007558,               0.007558,               0.007558
                     77,                0.61875,                0.39267,                0.96034,                0.97282,                0.94319,                0.97865,                0.85073,                0.56936,                0.33851,                0.91995,               0.007525,               0.007525,               0.007525
                     78,                0.61995,                0.39175,                 0.9651,                0.96215,                0.94013,                 0.9801,                0.85278,                0.56284,                0.34021,                0.92152,               0.007492,               0.007492,               0.007492
                     79,                0.61759,                0.39558,                0.96665,                 0.9603,                 0.9328,                 0.9753,                 0.8505,                0.56548,                0.34963,                0.91899,               0.007459,               0.007459,               0.007459
                     80,                0.61633,                0.39465,                0.96492,                0.97992,                0.93525,                0.98155,                0.86336,                0.56492,                0.32856,                0.91517,               0.007426,               0.007426,               0.007426
                     81,                0.62259,                0.39089,                0.96483,                0.97685,                0.93647,                0.97949,                0.85843,                0.55653,                 0.3359,                0.91872,               0.007393,               0.007393,               0.007393
                     82,                0.61054,                0.38704,                0.95933,                0.96687,                0.93403,                0.97718,                0.86048,                0.55208,                0.34784,                0.91013,                0.00736,                0.00736,                0.00736
                     83,                0.60612,                0.38675,                0.95228,                 0.9586,                0.93349,                0.97655,                0.84252,                0.57995,                 0.3481,                0.93187,               0.007327,               0.007327,               0.007327
                     84,                0.60526,                0.38157,                0.95363,                0.96003,                0.93899,                 0.9793,                 0.8616,                 0.5562,                0.32929,                0.91257,               0.007294,               0.007294,               0.007294
                     85,                 0.6108,                0.38389,                0.95831,                0.95636,                0.94013,                0.97675,                 0.8503,                0.56521,                 0.3417,                0.91231,               0.007261,               0.007261,               0.007261
                     86,                0.60667,                0.37967,                0.95115,                0.96209,                0.94567,                 0.9824,                0.85692,                0.54492,                0.33046,                 0.9039,               0.007228,               0.007228,               0.007228
                     87,                 0.6066,                0.38123,                0.95701,                 0.9681,                 0.9455,                0.97891,                0.86665,                0.56188,                0.33616,                0.91019,               0.007195,               0.007195,               0.007195
                     88,                0.59751,                0.37919,                0.95014,                0.96098,                0.93036,                0.97616,                0.85161,                0.56377,                0.34342,                0.93401,               0.007162,               0.007162,               0.007162
                     89,                0.59644,                0.37963,                0.95213,                0.95705,                0.93918,                0.97529,                 0.8459,                 0.5753,                0.34254,                 0.9342,               0.007129,               0.007129,               0.007129
                     90,                0.60233,                0.37258,                0.95369,                0.97199,                0.92608,                0.97963,                0.85006,                0.56639,                0.33408,                0.91658,               0.007096,               0.007096,               0.007096
                     91,                0.60216,                0.37869,                0.95152,                0.96357,                 0.9438,                0.97907,                0.84561,                0.57914,                0.33237,                0.93429,               0.007063,               0.007063,               0.007063
                     92,                0.59492,                  0.374,                 0.9515,                0.96919,                0.94145,                0.98083,                0.85873,                0.57628,                0.32572,                0.92479,                0.00703,                0.00703,                0.00703
                     93,                0.59827,                0.37807,                0.95147,                 0.9666,                  0.937,                 0.9802,                0.85609,                 0.5635,                0.33278,                0.91671,               0.006997,               0.006997,               0.006997
                     94,                0.59303,                0.37431,                 0.9487,                0.96536,                0.93639,                0.98028,                0.86296,                0.56456,                0.33208,                 0.9207,               0.006964,               0.006964,               0.006964
                     95,                0.59887,                0.37193,                0.95508,                0.96954,                0.93158,                0.98049,                 0.8569,                0.56808,                0.32611,                 0.9207,               0.006931,               0.006931,               0.006931
                     96,                0.59462,                0.37014,                0.95153,                0.96794,                0.94067,                0.97788,                0.85977,                0.56198,                0.33074,                0.91755,               0.006898,               0.006898,               0.006898
                     97,                0.59658,                0.37025,                0.95661,                0.96153,                 0.9493,                0.98035,                0.85464,                0.56273,                0.32774,                0.92569,               0.006865,               0.006865,               0.006865
                     98,                  0.596,                0.37262,                0.95037,                0.97401,                0.93868,                0.97923,                0.86204,                0.55309,                0.32702,                0.91159,               0.006832,               0.006832,               0.006832
                     99,                0.59184,                0.37535,                0.95171,                0.97507,                0.93158,                 0.9822,                0.86209,                0.56305,                0.32541,                0.91681,               0.006799,               0.006799,               0.006799
                    100,                 0.5908,                0.37148,                0.95075,                 0.9774,                0.92468,                0.98455,                0.86451,                0.54415,                0.32591,                0.91086,               0.006766,               0.006766,               0.006766
                    101,                0.59296,                0.37214,                0.95042,                0.95885,                 0.9394,                0.98148,                0.86122,                0.55115,                0.33304,                0.91684,               0.006733,               0.006733,               0.006733
                    102,                0.58658,                 0.3699,                0.94721,                0.96297,                0.93726,                0.97781,                0.86285,                0.54832,                0.32943,                0.91676,                 0.0067,                 0.0067,                 0.0067
                    103,                0.58747,                0.37087,                 0.9486,                0.95902,                0.94319,                0.97952,                0.86443,                0.55214,                0.33223,                0.91327,               0.006667,               0.006667,               0.006667
                    104,                0.59402,                0.37343,                0.95108,                0.96215,                0.94725,                0.98161,                0.86385,                0.54721,                0.31634,                0.91746,               0.006634,               0.006634,               0.006634
                    105,                0.58359,                 0.3659,                0.94228,                0.96809,                0.93403,                0.97835,                0.86351,                0.53779,                0.32818,                0.90858,               0.006601,               0.006601,               0.006601
                    106,                0.58716,                0.36615,                0.94979,                0.97148,                0.93643,                0.98073,                0.86452,                0.54683,                0.31957,                0.90455,               0.006568,               0.006568,               0.006568
                    107,                0.58737,                0.36716,                0.94803,                0.95705,                0.95275,                0.98065,                0.86549,                0.53128,                0.31246,                0.89925,               0.006535,               0.006535,               0.006535
                    108,                0.58308,                0.36256,                0.94639,                0.97199,                0.94441,                0.98051,                0.86532,                0.54789,                0.31414,                0.91699,               0.006502,               0.006502,               0.006502
                    109,                0.58507,                0.36266,                0.94762,                0.96317,                0.94251,                0.98238,                0.86283,                 0.5375,                0.31247,                0.90766,               0.006469,               0.006469,               0.006469
                    110,                0.58352,                0.36353,                0.94555,                0.96986,                0.93586,                0.98164,                0.86992,                0.53934,                0.30826,                0.90651,               0.006436,               0.006436,               0.006436
                    111,                0.58305,                0.36379,                0.94631,                0.96668,                0.93939,                0.98147,                0.86448,                0.54849,                 0.3118,                0.91386,               0.006403,               0.006403,               0.006403
                    112,                0.58094,                0.36536,                 0.9442,                0.97192,                0.93047,                0.97897,                0.86819,                0.55547,                 0.3197,                0.91471,                0.00637,                0.00637,                0.00637
                    113,                0.58256,                0.36104,                0.94705,                0.97588,                0.93525,                0.98506,                0.87374,                0.53923,                0.30397,                0.90542,               0.006337,               0.006337,               0.006337
                    114,                0.57458,                0.36409,                0.94568,                0.97269,                0.93647,                0.97982,                 0.8734,                0.54207,                0.31145,                0.91359,               0.006304,               0.006304,               0.006304
                    115,                0.58132,                0.36641,                0.94378,                0.95873,                0.94685,                0.98187,                0.86858,                0.54633,                0.30847,                 0.9164,               0.006271,               0.006271,               0.006271
                    116,                 0.5708,                0.35428,                0.94131,                0.96499,                0.94281,                0.98144,                0.86997,                0.54101,                0.31059,                0.91068,               0.006238,               0.006238,               0.006238
                    117,                0.58158,                0.35815,                0.94478,                0.97294,                0.93891,                0.98346,                0.87476,                0.54085,                0.30634,                0.90349,               0.006205,               0.006205,               0.006205
                    118,                0.58213,                0.36119,                0.94324,                0.97037,                0.93219,                0.98078,                0.86946,                0.54463,                0.30936,                0.91148,               0.006172,               0.006172,               0.006172
                    119,                0.57743,                0.35752,                0.94118,                0.96987,                 0.9438,                0.97805,                0.86226,                0.54827,                0.31706,                0.91432,               0.006139,               0.006139,               0.006139
                    120,                0.57812,                0.35714,                 0.9425,                0.96111,                0.95114,                0.97993,                0.86894,                0.54605,                 0.3152,                 0.9157,               0.006106,               0.006106,               0.006106
                    121,                0.57239,                0.35278,                0.94233,                0.96858,                 0.9416,                0.98264,                0.87225,                0.53483,                0.30366,                0.91192,               0.006073,               0.006073,               0.006073
                    122,                 0.5712,                0.35208,                0.93917,                0.97319,                0.94808,                0.98157,                0.86589,                0.54975,                0.30917,                0.92497,                0.00604,                0.00604,                0.00604
                    123,                0.57042,                0.35649,                0.93982,                0.95823,                 0.9548,                0.98173,                 0.8684,                0.53429,                0.31172,                0.90714,               0.006007,               0.006007,               0.006007
                    124,                 0.5671,                0.35127,                0.94116,                 0.9616,                0.95113,                0.98226,                 0.8757,                0.52464,                0.30136,                0.90212,               0.005974,               0.005974,               0.005974
                    125,                0.57503,                0.35322,                0.93807,                0.97297,                0.94546,                0.97994,                0.86989,                0.53534,                0.30607,                 0.9099,               0.005941,               0.005941,               0.005941
                    126,                0.57061,                 0.3531,                0.94311,                0.96467,                0.95174,                0.98231,                0.87482,                0.53097,                0.30727,                0.90829,               0.005908,               0.005908,               0.005908
                    127,                 0.5635,                0.34716,                0.93801,                0.96184,                 0.9493,                0.98156,                0.86906,                 0.5402,                0.31065,                0.92236,               0.005875,               0.005875,               0.005875
                    128,                0.56617,                0.35051,                0.93958,                0.97116,                0.94616,                0.98008,                0.86456,                0.53576,                0.30937,                0.91668,               0.005842,               0.005842,               0.005842
                    129,                0.57029,                0.35057,                0.93779,                0.97109,                0.94441,                0.98194,                0.87253,                0.53501,                0.30441,                0.90635,               0.005809,               0.005809,               0.005809
                    130,                0.57115,                0.35169,                0.94145,                0.96757,                0.94781,                0.97968,                0.87587,                0.53785,                0.30189,                0.90778,               0.005776,               0.005776,               0.005776
                    131,                0.57166,                0.35171,                0.93814,                0.97659,                0.94075,                0.98158,                0.87495,                0.53211,                0.30346,                0.90557,               0.005743,               0.005743,               0.005743
                    132,                0.56376,                0.34697,                0.93455,                0.97092,                0.93812,                0.98119,                0.87768,                0.52211,                0.30522,                0.90191,                0.00571,                0.00571,                0.00571
                    133,                0.55995,                0.34566,                0.93355,                0.96838,                 0.9383,                0.97957,                0.87348,                0.52906,                0.31103,                0.90429,               0.005677,               0.005677,               0.005677
                    134,                0.56303,                0.34292,                0.93461,                 0.9823,                0.93403,                0.98186,                0.86975,                0.54518,                0.30759,                 0.9177,               0.005644,               0.005644,               0.005644
                    135,                0.55632,                0.34438,                0.93348,                0.97945,                0.93168,                0.98066,                0.87141,                  0.537,                0.30715,                0.91219,               0.005611,               0.005611,               0.005611
                    136,                0.55323,                0.34256,                0.92898,                0.96939,                 0.9479,                0.98213,                0.87125,                0.52681,                0.30243,                0.90642,               0.005578,               0.005578,               0.005578
                    137,                0.55446,                0.34013,                0.93515,                0.97515,                0.93769,                0.97961,                0.87201,                0.52651,                0.30998,                0.90195,               0.005545,               0.005545,               0.005545
                    138,                0.55661,                 0.3421,                0.93886,                0.97714,                0.93525,                0.97814,                0.87565,                0.53284,                0.30987,                0.91057,               0.005512,               0.005512,               0.005512
                    139,                0.55685,                0.34021,                0.93455,                0.97629,                0.93891,                0.98177,                0.87848,                0.52866,                0.30595,                0.90594,               0.005479,               0.005479,               0.005479
                    140,                0.56052,                0.34191,                0.93567,                0.97044,                0.94075,                0.98153,                0.87392,                0.53231,                0.31046,                0.91116,               0.005446,               0.005446,               0.005446
                    141,                0.55503,                0.33814,                0.93649,                  0.968,                0.94249,                0.98085,                0.87344,                0.52947,                0.30723,                0.90987,               0.005413,               0.005413,               0.005413
                    142,                 0.5532,                0.33827,                0.93484,                0.96959,                0.93341,                0.97923,                0.87344,                0.53804,                0.31118,                0.90953,                0.00538,                0.00538,                0.00538
                    143,                0.55448,                0.34163,                0.93417,                0.95968,                0.95235,                0.98119,                0.87688,                 0.5249,                 0.3016,                0.90427,               0.005347,               0.005347,               0.005347
                    144,                0.55347,                0.34015,                0.93531,                0.97179,                0.94703,                0.98186,                0.87578,                0.51893,                0.30035,                0.89929,               0.005314,               0.005314,               0.005314
                    145,                0.55054,                0.33985,                0.92954,                0.97049,                0.94197,                0.98245,                 0.8776,                0.52175,                0.30138,                0.90207,               0.005281,               0.005281,               0.005281
                    146,                0.55019,                0.33549,                0.92968,                 0.9635,                0.95149,                0.98336,                0.87821,                0.52597,                0.29764,                 0.9024,               0.005248,               0.005248,               0.005248
                    147,                 0.5472,                0.33564,                0.92733,                0.96301,                0.95412,                 0.9824,                0.88204,                 0.5221,                 0.2916,                0.90115,               0.005215,               0.005215,               0.005215
                    148,                 0.5466,                0.33228,                 0.9287,                0.97837,                 0.9396,                0.98329,                 0.8826,                0.51646,                0.29049,                0.89581,               0.005182,               0.005182,               0.005182
                    149,                0.55008,                0.33241,                0.92961,                0.97703,                0.94441,                0.98159,                0.87977,                0.52507,                0.29237,                 0.9015,               0.005149,               0.005149,               0.005149
                    150,                0.55176,                0.33845,                0.93241,                 0.9765,                0.94808,                0.98512,                0.87875,                0.52578,                0.29321,                0.90457,               0.005116,               0.005116,               0.005116
                    151,                0.54873,                0.33349,                0.92978,                0.96984,                0.94746,                0.98565,                0.88052,                0.52437,                0.29182,                0.90426,               0.005083,               0.005083,               0.005083
                    152,                0.54507,                0.32961,                0.92992,                0.97528,                0.94007,                0.98228,                 0.8824,                0.52037,                0.29424,                0.89764,                0.00505,                0.00505,                0.00505
                    153,                 0.5439,                0.33312,                0.92615,                0.97476,                0.94685,                0.98332,                0.88021,                0.52319,                0.29337,                0.89611,               0.005017,               0.005017,               0.005017
                    154,                0.54891,                0.33497,                0.93042,                0.97374,                0.95155,                0.98509,                0.87962,                0.52055,                0.28995,                 0.8946,               0.004984,               0.004984,               0.004984
                    155,                0.53807,                0.32979,                 0.9248,                0.97374,                0.95141,                0.98428,                0.88353,                0.51297,                0.28738,                0.89622,               0.004951,               0.004951,               0.004951
                    156,                 0.5534,                0.33668,                0.93248,                 0.9708,                0.95052,                0.98479,                0.88511,                0.51231,                0.28662,                0.89393,               0.004918,               0.004918,               0.004918
                    157,                0.54728,                0.32977,                0.92707,                0.97521,                0.94319,                0.98365,                0.88139,                0.51448,                0.28949,                0.89924,               0.004885,               0.004885,               0.004885
                    158,                0.54393,                 0.3322,                0.92685,                0.97664,                0.93891,                0.98167,                0.87734,                0.52857,                0.29801,                0.90918,               0.004852,               0.004852,               0.004852
                    159,                0.54811,                0.33528,                 0.9264,                0.96743,                0.94346,                0.98107,                0.87619,                0.53218,                0.29229,                 0.9132,               0.004819,               0.004819,               0.004819
                    160,                0.54437,                0.32433,                0.92893,                0.96498,                0.95235,                0.98242,                0.88095,                0.51983,                0.28907,                0.90437,               0.004786,               0.004786,               0.004786
                    161,                0.53571,                0.32212,                0.92588,                 0.9659,                 0.9493,                0.98392,                0.88308,                0.51546,                0.28854,                0.90523,               0.004753,               0.004753,               0.004753
                    162,                0.53641,                0.32666,                0.92669,                 0.9753,                0.94066,                0.98268,                0.88488,                0.51296,                0.29008,                0.90236,                0.00472,                0.00472,                0.00472
                    163,                0.54095,                0.32636,                0.92371,                0.96178,                0.95301,                0.98329,                0.87973,                0.52424,                0.29135,                0.90612,               0.004687,               0.004687,               0.004687
                    164,                0.53307,                0.32672,                0.92652,                0.97655,                0.94118,                0.98391,                0.87785,                0.52955,                 0.2923,                0.90894,               0.004654,               0.004654,               0.004654
